name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
Daylight;3;evocation;-;1 action;-;60 feet;V,S;-;1 hour;-;A 60-foot-radiu s sph ere of light sprea ds out from a pointA 60-foot-radiu s sph ere of light sprea ds out from a pointyou ch oose within range. Th e sph ere is bright light andsh eds dim light for an additional 60 feet.If you ch ose a poin t on an object you are h oldin g oron e that isn t bein g w orn or carried, the light sh in esfrom the object and m oves with it. Com pletely coverin gthe affected object with an opa qu e object, su ch as a bowlor a helm , block s the light.If any of this spells area overlaps with an area ofda rkn ess crea ted by a spell of 3rd level or lower, thespell that created the da rkn ess is dispelled.
ConjureVolley;5;conjuration;-;1 action;-;150 feet;V,S,M;one piece of am m u nition or on ethrown weapon ;instant;-;You fire a piece of n on m agica l am m u nition from aYou fire a piece of n on m agica l am m u nition from aranged wea pon or th row a n on m a gica l w ea pon intothe air and ch oose a poin t within range. H u n dreds ofduplicates of the am m u nition or w ea pon fall in a volleyfrom above and then disappear. E ach crea tu re in a40-foot-radiu s. 20-foot-h igh cylinder cen tered on thatpoin t m ust m ake a Dexterity saving throw. A creaturetakes 8d8 da m age on a failed save, or h a lf as m uchda m age on a su ccessfu l one. Th e da m age type is thesa m e as that of the am m u nition or weapon .
MordenkainensFaithfulHound;4;conjuration;-;1 action;-;30 feet;V,S,M;a tiny silver whistle, a piece ofbon e, and a thread;8 hours;-;You con ju re a phantom wa tch dog in an u n occu piedYou con ju re a phantom wa tch dog in an u n occu piedspa ce that you ca n see with in range, wh ere it rem ain sfor the duration, until you dism iss it as an action, or untilyou m ove m ore than 100 feet away from it.Th e h ou n d is invisible to all crea tu res except youand cant be h arm ed. W h en a Sm a ll or larger creaturecom es within 30 feet of it without first spea k in g thepa ssw ord that you sp ecify wh en you cast this spell, theh ou n d starts barking loudly. Th e h ou n d sees invisiblecrea tu res and ca n see into the E thereal P lane. Itign ores illusions.At the start of each of you r turns, the h oun d attem ptsto bite on e creatu re within 5 feet of it that is h ostileto you. Th e h ou n ds attack bon u s is equ al to yourspellcastin g ability m odifier + your proficien cy bon u s.On a hit, it deals 4d8 piercin g dam age.
Darkness;2;evocation;-;1 action;-;60 feet;V,M;bat fur and a drop of pitch orpiece of coal;concentration;['Duration: Con centration ', ' up to 10 m inutes'];M agica l da rkn ess sprea ds from a point you ch ooseM agica l da rkn ess sprea ds from a point you ch oosewith in ran ge to fill a 15-foot-radius sphere for theduration. Th e da rkn ess sprea ds arou nd corn ers.A creatu re with darkvision ca n t see th rough thisdarkn ess, and n on m a gica l light ca n t illum inate it.If the poin t you ch oose is on an object you are h oldin gor on e that isn t bein g w orn or carried, the da rkn essem anates from the object and m oves with it. Com pletelycoverin g the sou r ce of the da rkn ess with an opaqu eobject, su ch as a bow l or a helm , block s the darkn ess.If any of this spells area overlaps with an area of lightcreated by a spell of 2nd level or lower, the spell thatcreated the light is dispelled.
BeaconofHope;3;abjuration;-;1 action;-;30 feet;V,S;-;1 minutes;-;Th is spell bestow s h ope and vitality. C h oose anyTh is spell bestow s h ope and vitality. C h oose anyn u m ber of crea tu res within range. F or the duration,ea ch target h as advantage on W isdom saving th rowsan d death saving th rows, an d rega in s the m axim u mn u m ber of hit poin ts possible from any healing.
BurningHands;1;evocation;-;1 action;-;self;V,S;-;instant;-;As you h old you r h an ds with th u m bs tou ch in g andAs you h old you r h an ds with th u m bs tou ch in g andfin gers spread, a thin sh eet of fla m es sh oots forth fromyou r ou tstretch ed fingertips. E ach creatu re in a 15-footcon e m ust m ake a Dexterity saving throw. A creatu retakes 3d6 fire da m age on a failed save, or h a lf as m u chda m age on a su ccessfu l one.Th e fire ignites any flam m able objects in the area thatarent bein g w orn or carried.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 2nd level or higher, the da m age in cr ea ses by1d6 for ea ch slot level above 1st.
Compulsion;4;enchantment;-;1 action;-;30 feet;V,S;-;1 minutes;-;Creatures of your ch oice that you can see within rangeCreatures of your ch oice that you can see within rangean d that ca n h ear you m ust m ake a W isdom savingthrow. A target autom atically su cceed s on this savingth row if it ca n t be ch a rm ed. On a failed save, a targetis affected by this spell. Until the spell en ds, you canu se a bon u s action on each of your tu rns to design ate adirection that is h orizon tal to you. E a ch affected targetm ust u se as m u ch of its m ovem en t as possible to m ovein that direction on its next turn. It ca n take its actionbefore it m oves. After m ovin g in this way, it ca n m akean oth er W isdom saving to try to end the effect.A target isn t com pelled to m ove into an obviou slydeadly hazard, su ch as a fire or pit, but it will provokeopportu n ity attacks to m ove in the design ated direction .
HoldPerson;2;enchantment;-;1 action;-;60 feet;V,S,M;a sm all, straight piece of iron;1 minutes;-;C h oose a h u m an oid that you ca n see within range.C h oose a h u m an oid that you ca n see within range.Th e target m ust su cceed on a W isdom saving th rowor be paralyzed for the duration. At the en d of ea ch ofits turns, the target ca n m ake an oth er W isdom savingthrow. On a su ccess, the spell en ds on the target.At Higher Levels. W h en you cast this spell u singa spell slot of 3rd level or higher, you ca n target on eadditional h u m an oid for ea ch slot level above 2nd. Theh u m an oids m ust be with in 30 feet of ea ch oth er wh enyou target them .
ControlWater;4;transmutation;-;1 action;-;300 feet;V,S,M;a drop of water and apin ch of dust;concentration;['Duration: Concentration', ' up to 10 m inutes'];Until the spell ends, you con trol any freesta n din g waterUntil the spell ends, you con trol any freesta n din g waterin side an area you ch oose that is a cu be up to 100 feeton a side. You can ch oose from any of the followin geffects wh en you cast this spell. As an action on yourturn, you can repeat the sa m e effect or ch oose adifferent one.Flood. You cau se the water level of all standing water inthe area to rise by as m u ch as 20 feet. If the area includesa sh ore, the floodin g water spills over onto dry land.If you ch oose an area in a large body of water, youin stead create a 20-foot tall wave that travels from oneside of the area to the oth er and then cra sh es down . AnyH uge or sm aller veh icles in the waves path are ca rriedwith it to the oth er side. An y Huge or sm aller veh iclesstruck by the wave have a 25 percen t ch a n ce of capsizing.Th e water level rem ain s elevated until the spell en dsor you ch oose a different effect. If this effect produ ceda wave, the wave repeats on the start of you r next turnwh ile the flood effect lasts.Part Water. You ca u se water in the area to m oveapart and create a trench. Th e trench exten ds a crossthe spells area, and the separated water form s a wall toeither side. Th e trench rem ain s until the spell en ds oryou ch oose a different effect. Th e water then slowly fillsin the tren ch over the cou r se of the next rou n d until then orm al water level is restored.R ed irect Flow. You ca u se flowin g water in the areato m ove in a direction you ch oose, even if the water hasto flow over obsta cles, up walls, or in oth er unlikelydirection s. Th e water in the area m oves as you directit, but on ce it m oves beyon d the spells area, it resu m esits flow ba sed on the terrain con dition s. Th e watercon tin u es to m ove in the direction you ch ose until thespell en ds or you ch oose a different effect.W hirlpool. Th is effect requ ires a body of waterat least 50 feet squ a re and 25 feet deep. You cau sea wh irlpool to form in the cen ter of the area. Thewh irlpool form s a vortex that is 5 feet w ide at theba se, up to 50 feet w ide at the top, and 25 feet tall. Anycrea tu re or object in the water and with in 25 feet of thevortex is pu lled 10 feet toward it. A creatu re can swimaway from the vortex by m a kin g a Stren gth (Athletics)ch eck against you r spell save DC.W h en a creatu re enters the vortex for the first tim e ona turn or starts its turn there, it m ust m ake a Stren gthsaving throw. On a failed save, the creatu re takes 2d8blu dgeon in g da m age and is cau gh t in the vortex untilthe spell ends. On a su ccessfu l save, the creatu re takesh alf dam age, and isn t caught in the vortex. A creaturecaught in the vortex ca n u se its action to try to swimaway from the vortex as descr ibed above, but hasdisadvantage on the Stren gth (Athletics) ch eck to do so.Th e first tim e each turn that an object enters thevortex, the object takes 2d8 blu dgeon in g dam age thisda m age occu r s each roun d it rem ain s in the vortex.
AcidSplash;0;Conjuration;-;1 action;-;60 feet;V,S;-;instant;-;You hurl a bu bble of acid. C h oose on e crea tu re withinYou hurl a bu bble of acid. C h oose on e crea tu re withinrange, or ch oose two crea tu res within ran ge that arewithin 5 feet of ea ch other. A target m ust su cceed on aDexterity saving th row or take 1d6 acid dam age.Th is spells da m age in crea ses by 1d6 wh en you reach5th level (2d6), 11th level (3d6), and 17th level (4d6).
DetectMagic;1;divination;True;1 action;-;self;V,S;-;concentration;['Duration: Con centration ', ' up to 10 m inutes'];F or the duration, you sen se the pr esen ce of m a gicF or the duration, you sen se the pr esen ce of m a gicwithin 30 feet of you. If you sen se m a gic in this way, youca n u se you r action to see a faint aura arou nd any visiblecreatu re or object in the area that bea rs m agic, and youlearn its sch ool of m agic, if any.Th e spell ca n penetrate m ost barriers, but it is block edby 1 foot of stone, 1 inch of com m on m etal, a thin sheetof lead, or 3 feet of w ood or dirt.
FlameStrike;5;evocation;-;1 action;-;60 feet;V,S,M;pin ch of sulfur;instant;-;A vertical colu m n of divine fire roars down from theA vertical colu m n of divine fire roars down from theh eavens in a location you specify. E a ch creatu re ina 10-foot-radius, 40-foot-h igh cylinder cen tered on apoint within ran ge m ust m ake a Dexterity saving throw.A creatu re takes 4d6 fire da m age and 4d6 radiantda m age on a failed save, or h a lf as m u ch da m age on asu ccessfu l one.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 6th level or higher, the fire da m age or theradiant da m age (you r ch oice) in crea ses by 1d6 for eachslot level above 5th.
SparetheDying;0;N;-;1 action;-;touch;V,S;-;instant;-;You tou ch a living crea tu re that has 0 hit points. TheYou tou ch a living crea tu re that has 0 hit points. Thecreatu re becom es stable. Th is spell has n o effect onu ndead or con stru cts.
